lyrics,acousticness,danceability,energy,instrumentalness,loudness,speechiness,tempo,valence,explicit
 if youre ready im willing and able help me lay my cards out on the table youre mine and im yours for the taking right now the rules we made are meant for breaking what you get aint always what you see but satisfactions guaranteed they say what you give is always what you need so if you want me to lay my hands on you im a fighter im a poet im a preacher ive been to school and baby ive been the teacher if you show me how to get up off the ground i can show you how to fly and never ever come back down everything you want is what i need satisfactions guaranteed but the ride dont never ever come for free if you want me to lay my hands on you dont you know i only aim to please if you want me to lay my hands on you lay your hands on me,0.195,0.353,0.964,0.0,-3.797,0.0725,100.578,0.408,False
"Let's take a better look  
Beyond a story book  
And learn our souls are all we own  
Before we turn to stone  
  
Let's go to sleep with clearer heads  
And hearts too big to fit out beds  
And maybe we won't feel so alone  
Before we turn to stone  
  
And if you wait for someone else's hand  
You will surely fall down  
If you wait for someone else's hand  
You'll fall, you'll fall  
  
I know that I am nothing new  
There's so much more than me and you  
But brother how we must atone  
Before we turn to stone

",0.781,0.354,0.175,7.63e-05,-9.779,0.0388,111.089,0.323,False
 whats up fresh its our turn baby gator boots with the pimped out gucci suits aint got no job but i stay sharp eh eh eh eh i stay sharp cant pay my rent cause all my moneys spent but thats okay cause im still fly got a quarter tank of gas in my new e class but thats alright cause im gon ride got everything in my mommas name but im hood rich la di da get your c uh c uh car playa gems gon shine and tell momma get a mink baby girl lets ride you a number one stunna and we gon glide and go straight to the mall and tear down the inside prada gucci full mink leather burberrys cool coogi sweater twenty inches pop my feather the birdman daddy i fly in any weather alligator seats with the head in the inside swine on the dash g wagon is so fly 1 dont tangle and twist it when it come to these cars i am that nigga the g uh g uh gucci with the matching interior three wheel ride with the tire in the middle its fresh and stunna and we like brothers we shine like paint daddy its our summer have you ever seen crocodile seats in the truck turn around sit it down and let em bite your butt see the steering wheel is fendi dashboard armani with your baby momma players where you can find me cruisin through the parking lot on twenty fours cadillac escalade with the chromed out nose with an navigation arrow headed straight to your spot where your wife really love me cause the sex is so hot put the caddy up start the 3 wheel benz hyper white lights ultra violet lens suma tuma tires and they gotta be run flat tv where the horn go boy can you top that imma show you some shit rookie press that button the trunk went uh uh and all of a sudden four 15s didnt see no wires and then i heard from the amplifier let me slide in the benz with the fished out fins impala loud pipes drinkin the henn its the birdie birdie man ill do it again in a cadillac truck twenty fours with tens lookin at my gucci its about that time six bad broads flying in at nine new suburban truck with the porno showin up and down and up they go bodies on the roadster lexus you know what that hard top beamer yo ma thats your truck im comin up the hood been lovely new shoes on the whip and i wake up to bubbly 430 lex with the convertible top and the rims keeps spinning every time i stop got a superman benz that i scored from shaq with a old school caddy with a diamond in the back,0.0349,0.674,0.61,1.12e-05,-3.5460000000000003,0.2269999999999999,177.94299999999998,0.5479999999999999,True
"Tonight it's on  
Play my song  
It's a celebration  
I worked a long week  
And now there is no hesitation  
I need a drink or two  
Make that a few  
I ain't waiting  
Yes, yes I'm gone  
And you know I got no time for wasting  
  
Gonna forget my troubles  
'Cause it's a special night  
Not going to stress on nothing  
I'm feeling quite alright  
If it's your birthday baby  
I'm going to grant your wish  
This is a private party  
VIP in this bitch  
  
I'm a prima donna  
I can rule the world  
Don't care who's around me  
I can fool the world  
So hand's up  
Catch this feeling  
There's no stopping this  
Right now in this moment  
I can rule the world  
  
So ladies,  
Pop, pop, pop  
Throw it up  
Make it  
Pop, pop, pop  
Turn it up, speakers  
Pop, pop, pop  
'Til I'm drunk, bottles  
Pop, pop, pop  
(Take it back to the verse right now)  
  
A little fun  
Never killed, never hurt nobody  
So grab a glass, and raise it up  
Baby work your body  
Ain't nothing wrong, just go on  
If you're feeling naughty  
Yes, yes I'm grown  
And I don't need a judgment on me  
  
Gonna forget my troubles  
'Cause it's a special night  
Not going to stress on nothing  
I'm feeling quite alright  
If it's your birthday baby  
I'm going to grant your wish  
This is a private party  
VIP in this bitch  
  
I'm a prima donna  
I can rule the world  
Don't care who's around me  
I can fool the world  
So hand's up  
Catch this feeling  
There's no stopping this  
Right now in this moment  
I can rule the world  
  
So ladies,  
Pop, pop, pop  
Throw it up  
Make it  
Pop, pop, pop  
Turn it up, speakers  
Pop, pop, pop  
'Til I'm drunk, bottles  
Pop, pop, pop  
  
Whoa  
I'm a prima donna, I'm a  
A Prima donna, I  
I'm a prima donna, I'm  
I'm a Prima donna, I  
I'm a prima donna, I'm a  
Prima donna, I'm  
I'm a prima donna, I'm a  
Prima donna,  
Ok  
  
I'm a prima donna  
I can rule the world  
Don't care who's around me  
I can fool the world  
So hand's up  
Catch this feeling  
There's no stopping this  
Right now in this moment  
I can rule the world  
  
So ladies,  
Pop, pop, pop  
Throw it up  
Make it  
Pop, pop, pop  
Turn it up, speakers  
Pop, pop, pop  
Til I'm drunk, bottles  
Pop, pop, pop

",0.132,0.567,0.619,0.0,-6.035,0.398,129.857,0.811,True
"Been driving through the night  
I pull up and see the lights  
This is the place that I call home  
I watch you as you sleep  
Think of all you mean to me  
  
Touch your face  
Kiss you softly  
Before I go to sleep pray under the stars  
Search my soul and check my heart  
And thank God for  
  
[Chorus]  
Another day  
Another chance to love the ones I love  
To find my way  
To laugh, to dance  
Watch the sun come up  
Another day I get to live  
As if  
Every breath could be the last I take  
I get another day  
  
I've got a hand that I can hold  
Someone who knows my soul  
A safe place to lay my head at night  
So why do I forget  
How much I've been blessed in life  
Forget what means the most to me  
  
As I'm waking up I feel my beating heart  
So grateful that I've come this far  
And thank God for  
  
[Chorus]  
  
To make somebody smile  
Go the extra mile  
Take a wrong and make it right  
And try to touch somebody's life  
  
I get another day

",0.00055,0.418,0.739,0.0,-5.885,0.0306,160.096,0.376,False
 get your hands on his cash and while he was scheming i was beamin in the beamer just beamin cant believe that i caught my man cheatin so i found another way to make him pay for it all so i went to neiman marcus on a shopping spree ah and on my way i grabbed sole and mia and as the cashbox rang i thought everything away there goes the dreams we used to say there goes the love i had but you cheated on me and thats for that now there goes youll never leave me alone for all the lies you told this is what youre owed hey ladies when ya man wanna get buck wild just go back and hit em up style get your hands on his cash and spend it to the last dime for all the hard times oh when you go then everything goes from the crib to the ride and all the clothes so you better let em know that if he mess up you gotta hit em up while he was braggin i was coming down the hill just draggin all his pictures and his clothes in a bag and sold everything else till there was just nothing left and i paid all the bills about a month too late its a shame we have to play these games the love we had just faded away away all of the dreams you sold left me out in the cold what happened to the days when we used to trust each other and all of the things i sold will take you until you get old to get em back without me because revenge is just better than money youll see ,0.2,0.7,0.774,0.0,-4.9830000000000005,0.0466,90.0,0.652,False
"Are you far away from home  
This dark and lonely night  
Tell me what best would help  
To ease your mind  
Someone to give  
Direction for this unfamiliar road  
Or one who says, ""Follow me and I  
Will lead you home. ""  
  
How beautiful  
How precious  
The Savior of all  
To love so  
Completely  
The loneliest soul  
How gently  
How tenderly  
He says to one and all,  
""Child you can follow Me an  
I will lead you home  
Trust Me and follow Me  
And I will lead you home. ""  
  
Be near me, Lord Jesus  
I ask Thee to stay  
Close by me forever  
And love me I pray  
Bless all the dear children  
In Thy tender care  
And take us to Heaven  
To live with Thee there  
Take us to Heaven  
To live with Thee there

",0.937,0.473,0.173,7.7e-05,-9.853,0.0264,83.372,0.286,False
"Born from some mother's womb,  
Just like any other room.  
Made a promise for a new life.  
Made a victim out of your life.  
  
When your time's on the door,  
And it drips to the floor,  
And you feel you can touch,  
All the noise is too much,  
And the seeds that are sown,  
Are no longer your own.  
  
Just a minor operation,  
To force a final ultimatum.  
Thousand words are spoken loud,  
Reach the dumb to fool the crowd.  
  
When you walk down the street,  
And the sound's not so sweet,  
And you wish you could hide,  
Maybe go for a ride,  
To some peep show arcade,  
Where the future's not made.  
  
A nightmare situation,  
Infiltrate imagination,  
Smacks of past Holy wars,  
By the wall with broken laws.  
  
The leaders of men,  
Born out of your frustration.  
The leaders of men,  
Just a strange infatuation.  
The leaders of men,  
Made a promise for a new life.  
No savior for our sakes,  
To twist the internees of hate,  
Self induced manipulation,  
To crush all thoughts of mass salvation.

",6.17e-05,0.283,0.876,0.256,-4.542,0.0608,149.29,0.489,False
"I've been trying  
There's no denying.  
It's sending me  
Out of my mind.  
  
I've seen reason  
Change to treason.  
It's losing its sense  
Of all kind.  
  
How much longer will it take  
For the world to see.  
We should learn to live  
And simply let it be.  
Bloodstone, bloodstone.  
  
In the night time  
Wake in fright.  
I'm so scared of the game  
That's being played.  
Start to wonder  
What's going under.  
And how many deals  
Have been made.  
  
Bloodstone.  
I can't take it.  
You got me living  
On a bloodstone  
I don't want that bloodstone  

",0.0319,0.405,0.942,2.82e-06,-6.341,0.08,117.619,0.25,False
"Death to the ladies first, then the gentlemen  
All sorts of tax-free face-lift-abortion-nervous-break-dance  
Satanic girls gone wild  
Truly fuckin' suicidal  
  
First, you try to fuck it.  
Then, you try to eat it.  
If it hasn't learned your name,  
You'd better kill it before they see it  
First, you try to fuck it  
Then, you try to eat it  
If it hasn't learned your name,  
You'd better kill it before they see it  
  
It's arma-goddamn-mother-fuckin-geddon  
(Fuck! Eat! Kill! Now do it again!)  
It's arma-goddamn-mother-fuckin-geddon  
(Fuck! Eat! Kill! [etc])  
First, you try to fuck it  
Then, you try to eat it  
If it hasn't learned your name  
You'd better kill it before they see it  
It's arma-goddamn-mother-fuckin-geddon  
  
I've got a black eye of a soul  
My morals in a hole  
I wish I was still dead  
But the TV said its just a tropical depression  
Pointless intervention, legal separation  
Call my dealer or my lawyer, ""We've got a situation!""  
  
First, you try to fuck it  
Then, you try to eat it  
If it hasn't learned your name,  
You'd better kill it before they see it  
First, you try to fuck it  
Then, you try to eat it  
If it hasn't learned your name,  
You'd better kill it before they see it  
  
It's arma-goddamn-mother-fuckin-geddon  
(Fuck! Eat! Kill! Now do it again!)  
It's arma-goddamn-mother-fuckin-geddon  
(Fuck! Eat! Kill! [etc])  
Is it the news?  
Or is it the noose?  
Results may vary,  
Side effects are very  
It's arma-goddamn-mother-fuckin-geddon  
  
Arma-goddamn-mother-fuckin-geddon  
Arma-goddamn-mother-fuckin-geddon  
Arma-goddamn-mother-fuckin-geddon  
Arma-goddamn-mother-fuckin-geddon  
  
It's arma-goddamn-mother-fuckin-geddon  
(Fuck! Eat! Kill! Then do it again!)  
It's arma-goddamn-mother-fuckin-geddon  
(Fuck! Eat! Kill! [etc])  
Fuck the goddamn, the TV and the radio  
And fuck making hits, I'm taking credit for the death toll  
It's arma-goddamn-mother-fuckin-geddon  
It's arma-goddamn-mother-fuckin-geddon  
It's arma-goddamn-mother-fuckin-geddon

",0.000254,0.598,0.886,0.0151,-4.912,0.0315,132.016,0.728,True
"Tired of injustice  
Tired of the schemes  
Your lies are disgusting  
What does it mean  
Kicking me down  
I gotta get up  
As jacked as it sounds  
The whole system sucks  
  
Peek in the shadow  
Come into the light  
You tell me I'm wrong  
then you better prove you're right  
You're sellin' out souls but  
I care about mine  
I've got to get stronger  
And I won't give up the fight  
  
With such confusion don't it make you wanna scream  
You're bash abusing victimize within the scheme  
  
You try to cope with every lie they scrutinize  
  
Somebody please have mercy 'cause I just can't take it  
  
Stop pressurin' me  
Just stop pressurin' me  
Stop pressurin' me  
Make me wanna scream  
  
Tired of tellin' the story your way  
You're causin' confusion  
You think it's okay  
  
You keep changin' the rules  
While you keep plain' the game  
I can't take it much longer  
I think I might go insane  
  
with such confusion  
Don't it make you wanna scream  
Your bach abusin' victimize within the scheme  
  
You find your pleasure scandalizin' every lie  
  
Oh father, please have mercy  
'Cause I just can't take it  
  
Stop pressurin' me  
Just stop pressurin' me  
Stop pressurin' me  
Make me wanna scream  
  
Break down:  
Oh my God, can't believe what I saw on the TV this evening  
I was disgusted by all the injustice  
All the injustice  
  
With such delusions don't it make you wanna scream  
You're bash abusin' victimize within the scheme  
  
You try to cope with every lie they scrutinize  
  
Oh brother please have mercy 'cause I just can't take it  
  
Stop pressurin' me  
Just stop pressurin' me  
Stop pressurin' me  
Make me wanna scream

",0.0745,0.805,0.942,1.46e-05,-6.584,0.0905,106.525,0.608,True
"By Bob Dylan  
  
Well, if I had to do it all over again,  
Babe, I'd do it all over you.  
And if I had to wait for ten thousand years,  
Babe, I'd even do that too.  
Well, a dog's got his bone in the alley,  
A cat, she's got nine lives,  
A millionaire's got a million dollars,  
King Saud's got four hundred wives.  
Well, ev'rybody's got somethin'  
That they're lookin' forward to.  
I'm lookin' forward to when I can do it all again  
And babe, I'll do it all over you.  
  
Well, if I had my way tomorrow or today,  
Babe, I'd run circles all around.  
I'd jump up in the wind, do a somersault and spin,  
I'd even dance a jig on the ground.  
Well, everybody gets their hour,  
Everybody gets their time,  
Little David when he picked up his pebbles,  
Even Sampson after he went blind.  
Well, everybody gets the chance  
To do what they want to do.  
When my time arrives you better run for your life  
'Cause babe, I'll do it all over you.  
  
Well, I don't need no money, I just need a day that's sunny,  
Baby, and my days are gonna come.  
And I grab me a pint, you know that I'm a giant  
When you hear me yellin', ""Fee-fi-fo-fum.""  
Well, you cut me like a jigsaw puzzle,  
You made me to a walkin' wreck,  
Then you pushed my heart through my backbone,  
Then you knocked off my head from my neck.  
Well, if I'm ever standin' steady  
A-doin' what I want to do,  
Well, I tell you little lover that you better run for cover  
'Cause babe, I'll do it all over you.  
  
I'm just restin' at your gate so that I won't be late  
And, momma, I'm a-just sittin' on the shelf.  
Look out your window fair and you'll see me squattin' there  
Just a-fumblin' and a-mumblin' to myself.  
Well, after my cigarette's been smoked up,  
After all my liquor's been drunk,  
After my dreams are dreamed out,  
After all my thoughts have been thunk,  
Well, after I do some of these things,  
I'm gonna do what I have to do.  
And I tell you on the side, that you better run and hide  
'Cause babe, I'll do it all over you.

",0.886,0.606,0.207,0.0,-13.242,0.057,114.456,0.436,False
"So I'm not good enough  
To hang with your friends  
You say it's a bluff but  
It's no lie  
You want to be cool  
And hang with both side  
But what would they say  
I'm the fool  
  
It's a superficial society  
And it's a bunch of bullshit can't you see  
Why won't you wake up to reality  
I guess backstabbing ain't the way of life for me  
  
Open your mind and close your eyes  
To the things that really persist  
It's not your hair or the things you wear that  
Make someone socially exist  
It's hard to find yourself sometimes  
Around people with a cool policy  
Why don't you let yourself unwind and  
Leave that lame society  
  
Superficial society  
Superficial society  
Superficial society  
Well it's all superficial to me  
Superficial society  
Superficial society

",0.00277,0.447,0.98,0.0,-4.357,0.113,102.044,0.372,True
"You lookin' just a little too hard at me  
Standin' just a little too close to me  
You sayin' 'Not quite enough' to me  
You sippin' just a little too slow for me  
No doubt you're playin' real cool homey  
Got me thinkin' what is it you do for me  
Trippin' (trippin') a little more than I should be  
So let yourself go and get right with me!  
  
Chorus:  
I'm about to sign you up  
We can get right before the night is up  
We can get right, get right  
We can get right, get right  
We can get right  
  
I'm about to fill your cup  
We can get right before the night is up  
We can get right, get right, tonight  
We can get right  
  
Your lips talkin' about I play too much  
Can't a woman take advantage of what she wants?  
My hips movin' oh so slow (so slow)  
Bar tab lookin' like a car note (car note)  
All I need is you here right by my side  
Take whatever you want baby let's ride  
And whatever you want you let me decide  
Just put your name on the dotted line  
  
I'm about to sign you up  
We can get right before the night is up  
We can get right, get right  
We can get right, get right  
We can get right  
  
I'm about to fill your cup  
We can get right before the night is up  
We can get right, get right, tonight  
We can get right  
  
So much we got to say, but so little time  
And if tonight ain't long enough, don't leave love behind (don't leave this
love behind)  
Baby take my hand I'll show you why  
  
I'm about to sign you up  
We can get right before the night is up  
We can get right, get right  
We can get right, get right  
We can get right  
  
I'm about to fill your cup  
We can get right before the night is up  
We can get right, get right, tonight  
We can get right  
  
I'm about to sign you up  
We can get right before the night is up  
We can get right, get right  
We can get right, get right  
We can get right  
  
I'm about to fill your cup  
We can get right before the night is up  
We can get right, get right, tonight  
We can get right  
  
I'm about to sign you up  
We can get right before the night is up  
We can get right, get right  
We can get right, get right  
We can get right  
  
I'm about to fill your cup  
We can get right before the night is up  
We can get right, get right  
(right-ahh-y-ahh-iyight- right-ooo-iyight)

",0.0218,0.741,0.759,0.0,-5.096,0.12,97.084,0.362,False
"In the quiet afternoon you left and went down into town  
And I just watched the empty road behind you  
Where the fog lies kissing the mountainside  
You want to be sleeping, deep inside  
Believing that the hungry world won't find you  
  
Well, that's just fine, that's just fine  
You've got to believe and I don't know, I don't know  
What I believe anymore  
Or whether to leave, or whether to stay  
Or what I can say  
To make you know  
How deep it goes  
  
Somebody turned on the dirty blues  
I know you don't like the blues  
Cause the words are always the same  
And they kind of remind you  
Somebody turned the blues on me  
I don't like the blues cause I can't see  
Through the tears that come and make it hard to find you  
  
Come on down  
Come on down  
You've got to come lay down here and say those things  
Those warm things, right here in my ear  
The times that you had that water like wine  
So clean and so fine to make me know how deep it goes  
Well, that's just fine, that's just fine  
You've got to believe and I don't know, I don't know  
If I could leave anymore, even though there's a scar  
Still fresh from the war, don't think about it no more  
Letting new love flow  
How deep it goes

",0.581,0.441,0.278,0.000106,-16.541,0.0309,127.717,0.415,False
"I'm looking to beat hell, looks like I've got to run to be the leader  
As my forces yell, you can hear 'em, can't you hear them  
All the way- we'll go the distance now  
All the way- stand behind me now  
All the way- no turning back  
All the way cause we are together  
  
I'm standin' proud, we're screaming loud, I'll lead the crowd  
Running wild in the streets  
  
A heavy dose of mean, yeah, I'm a lethal combination  
Hear my forces scream, you can see them, can't yo see them  
All the way- we'll go the distance now  
All the way- stand behind me now  
All the way- no turning back  
All the way we are together  
  
I'm standin' proud, we're screaming loud, I'll lead the crowd  
Running wild in the streets

",0.0338,0.359,0.906,4.99e-06,-6.853,0.0574,136.73,0.382,True
"Hey now, hey now  
What's the matter with you?  
Girls just wanna have fun now  
Come on  
  
Hey now, hey now  
What's the matter with you?  
Girls just wanna have fun now  
  
Yeah, yeah, yeah, yeah  
I come home in the morning light  
My mother says, ""When you gonna live your life right""  
Oh mommy dear, we're not the fortunate ones  
And girls, they wanna have fun, girls they wanna have  
  
Hey now, hey now  
What's the matter with you  
Girls just wanna have fun now  
Come on  
  
The phone rings in the middle of the night  
My father yells, ""Whatchu gonna do with your life?""  
Oh daddy dear, you know you're still number one  
But girls they wanna have fun, girls they wanna have  
  
That's all they really want, some fun  
When the working day is done  
You know girls they wanna have fun  
Come on  
  
Hey now, hey now  
What's the matter with you?  
Girls just wanna have fun now  
Come on  
  
Hey now, hey now  
What's the matter with you?  
Girls just wanna have fun now  
  
And the boys they wanna have fun  
And the girls they wanna have fun  
And the boys they wanna have fun  
And the girls they wanna have  
  
Some boys take a beautiful girl  
And hide her away from the rest of the world  
I wanna be the one to walk in the sun  
  
Hey now, hey now  
What's the matter with you?  
Girls just wanna have fun now  
Come on  
  
Hey now, hey now  
(When the working day is done)  
What's the matter with you?  
(You know girls they wanna have fun)  
Girls just wanna have fun now  
(Come on, come on)  
  
And the boys they wanna have fun  
And the girls they wanna have fun  
(What's the matter with you?)  
And the boys they wanna have fun  
(Girls just wanna have fun now)  
And the girls they wanna have fun  
  
Hey now, hey now  
What's the matter with you?  
Girls just wanna have fun now  
(Yeah, yeah, yeah, yeah)  
Come on  
(Fun now)  
  
And the boys they wanna have fun  
And the girls they wanna have fun  
(Wanna have fun now)  
And the boys they wanna have fun  
(Come on, come on)  
And the girls they wanna have  
  
Hey now, hey now  
What's the matter with you?  
Girls just wanna have fun now  
Come on  
(Come on)  
  
Hey now, hey now  
(Oh mommy dear we're not the fortunate ones)  
What's the matter with you?  
Girls just wanna have fun now  
(You know girls they wanna have fun)  
(Come on)  
  
Hey now, hey now  
What's the matter with you?  
Girls just wanna have fun now

",0.045,0.779,0.755,0.00869,-5.604,0.039,101.557,0.861,False
"I can be tough  
I can be strong  
But with you, it's not like that at all  
  
There's a girl  
That gives a shit  
Behind this wall  
You've just walked through it  
  
And I remember, all those crazy things you said  
You left them running through my head  
You're always there, you're everywhere  
But right now I wish you were here  
  
All those crazy things we did  
Didn't think about it, just went with it  
You're always there, you're everywhere  
But right now I wish you were here  
  
Damn, damn, damn,  
What I'd do to have you  
Here, here, here  
I wish you were here  
Damn, damn, damn  
What I'd do to have you  
Near, near, near  
I wish you were here  
  
I love the way you are  
It's who I am, don't have to try hard  
We always say, say it like it is  
And the truth is that I really miss  
  
All those crazy things you said  
You left them running through my head  
You're always there, you're everywhere  
But right now I wish you were here  
  
All those crazy things we did  
Didn't think about it, just went with it  
You're always there, you're everywhere  
But right now I wish you were here  
  
Damn, damn, damn  
What I'd do to have you  
Here, here, here  
I wish you were here  
Damn, damn, damn  
What I'd do to have you  
Near, near, near  
I wish you were here  
  
No, I don't wanna let go  
I just wanna let you know  
That I never wanna let go  
Let go, oh, oh  
  
No, I don't wanna let go  
I just wanna let you to know  
That I never wanna let go  
(let go let go let go let go let go let go let go)  
  
Damn, damn, damn,  
What I'd do to have you  
Here, here, here  
I wish you were here (i wish you were)  
Damn, damn, damn  
What I'd do to have you  
Near, near, near  
I wish you were here  
  
Damn, damn, damn,  
What I'd do to have you  
Here, here, here  
I wish you were here  
Damn, damn, damn  
What I'd do to have you  
Near, near, near  
I wish you were here

",0.0323,0.454,0.865,0.0,-3.841,0.0561,166.018,0.34,True
"Lovers, keep on the road you're on  
Runners, until the race is run  
Soldiers, you've got to soldier on  
Sometimes even right is wrong  
  
They are turning my head out  
To see what I'm all about  
Keeping my head down  
To see what it feels like now  
But I have no doubt  
One day, we are gonna get out  
  
Tonight maybe we're gonna run  
Dreaming of the Osaka sun  
Ohh ohh...  
Dreaming of when the morning comes  
  
They are turning my head out  
To see what I'm all about  
Keeping my head down  
To see what it feels like now  
But I have no doubt  
One day the sun will come out

",0.0427,0.202,0.733,0.696,-7.599,0.0446,118.217,0.0728,False
"(Children laughing, Toy cranks up)  
  
Hey (x54)  
  
(1st Verse- Violent J)  
Every year it's more of us and all we do is fill the box  
You might play with me at first, a couple days, a week at tops  
Just like your Atomic Supersonic Retro Plasma Car  
We will all get tossed inside just like the piece of shit we are  
I will be your fantasy imaginary special friend  
I can fill you ?? with you no need to talk to them  
But instead you toss me in the box, leave me to rott away  
Hoping you'll pick me again someday...hey, hey  
  
(Chorus- Violent J)  
Why don't you come play with me and take me to the other side[take me to the  
other side]  
Lost under Ann Raggedy it's lonely when your locked in side [It can be so  
lonley] (x2)  
  
(2nd Verse- Violent J)  
I will sit and listen to your bibble babble jibber talk  
But when you go in tonight you'll leave me out here on the walk  
You'll ignore your little friend or trade me for something instead  
Please come get your doggie, don't let him chew up my fucking leg  
All your mom and daddy do is work and fight, that's all they do!  
I can understand the way you feel because I feel it to  
But you'll leave me in the box and I can barley hear you play  
Lost umong the toys of yesterday, hey[hey]hey[hey]hey  
  
(Chorus)  
  
(Shaggy2Dope)  
Boys and girls, fuck that old crusty shit  
Come down and get your brand new, ha, shiny  
slimy, atomic shithead  
  
[Super, duper!]  
[Right]  
[S-s-s-s-sonic, sonic]  
[Right]  
  
(3rd Verse- Violent J)  
I can see you near the bed when I look through this tiny crack  
You become much older now and I don't see you turning back  
Seven years in darkness I can only hope my wish comes true  
That one day I'll get you in my hands...AND I'LL PLAY WITH YOU!!  
  
(Chorus)

",0.00163,0.748,0.801,8.65e-06,-5.227,0.0701,104.041,0.552,True
"[Chorus]:  
Running 6acc jus like I'm a run it 6acc,  
While my diamonds doin jumpin jaccs, my poccets gettin fat,  
I'm gettin fat, o6ese,  
I won't stop man I jus keep eatin,  
Deer meat, let's feast,  
Dear lord thank you for this 6eef,  
Deer Meat, let's feast,  
Oh lord thank you for this 6eef,  
  
[Verse 1]:  
It's no sweat but I keep good keef,  
That strong loud kush they call it irene,  
16 wat a6out 10 G's,  
And Spike Lee was screamin do the right thing,  
Not us, not me, got 49 cent in my guess jeans,  
And my chain, is 1 mill,  
That's 1 mill more than your deal,  
I'm so trill,  
I'm sittin tall come from paul wall,  
Coke-i-ina shawty yea I keep the paul wall,  
The Lil Wyte, The Eminem, you know the 8 mile,  
GUCCI!  
  
[Chorus]:  
  
[Verse 2]:  
Now it don't stop 'til the fat girls sings,  
When it's over hit em wit the violins,  
Do you like the violins,  
Matta fact drop the 6eat and play the strings,  
6ring the 6eat 6acc,  
6eat so hard I ain't gotta say a thing,  
1 mane, 2 chains, 3 knots, and 4 rings,  
8 please excuse me, that's 4 on 6oth hands,  
I'm perfect run mane buy dat Gucci Mane  
GUCCI!  
  
[Chorus]:  
  
[Verse 3]:  
This for my lil 6rother nate, he ain't even 13,  
Tell megan uncle gucci C good and stay sweet,  
Like my children and my auntie, my niece is pretty,  
Love my momma more than my hummer on ashanti's,  
Love my 6rother 50 and I know that nigga love me,  
Love walker wood warren, R.I.P. to raliegh,  
Shoutout to uncle joe, and my uncle 6entley,  
Speedy 6eat6ox on the tracc, take us to jamica queens,  
(DJ mothafuccin rell) (Roccs) go, go, go head drop the strings,  
GUCCI!  
  
Running 6acc jus like I'm a run it 6acc,  
While my diamonds doin jumpin jaccs, my poccests gettin fat,  
I'm gettin fat, o6ese, I won't stop man I jus keep eatin,  
Jus keep eatin,

",0.0336,0.786,0.779,0.0,-6.1,0.199,94.996,0.51,True
yeah im gonna tell my tale come on come on give a listen cause i was born lonely down by the riverside learned to spin fortune wheels and throw dice and i was just thirteen when i had to leave home knew i couldnt stick around i had to roam aint good looking but you know i aint shy aint afraid to look it girl hear me out so if you need some lovin and you need it right away take a little time out and maybe ill stay oh i got to gamble i was born a ramblin gamblin man yeah yeah yeah yeah alright here we go now now im out of money cause you know i need some i aint around to love you now and i gotta run gotta keep moving never gonna slow down you can have your funky world see you round ,0.0191,0.606,0.852,0.0,-3.766,0.0514,130.804,0.868,False
who needs friends who never show ill tell you what you want to know i could have saved a broken heart if id found out long ago im just thinking about those lonely nights when i waited for your call til i found out all my friends were right i didnt know you at all i heard a rumour ooh ooh i heard a rumour they say you got a broken heart i heard it i heard a rumour ooh ooh i heard a rumour yes i did boy ooh ooh ooh now it seems theyre telling me youve changed your wicked ways but should i give you a second chance baby im too afraid so you realise what hurt you made and the love you threw away how can i forgive or soon forget its never gonna be the same i heard a rumour ooh ooh i heard a rumour they say you got a broken heart i heard it i heard a rumour ooh ooh i heard a rumour yes i did boy ooh ooh ooh,0.0977,0.6659999999999999,0.962,5.4000000000000005e-05,-4.087,0.038,123.372,0.92,False
"Initiate blood purge  
Coalition in massacre  
Mechanized high tech  
Whole sale death in effect  
  
Mutually assured  
Destruction will occur  
Genocide revised  
Same pain through diverse eyes  
  
Can't stop the warring factions  
Hostile from the start  
Always war always  
Ending bitter peace  
  
Not the last third war  
Blood spills for evermore  
Patriot hard line  
Lay siege till the end of time  
  
No longer kill your brother  
Just slaughter one another  
Watch for the deadly other  
This sibling is a fucker  
  
Can't stop the warring factions  
  
Global tension starts aggression  
Peace breaks out then  
Breeds contempt unrest  
  
Without a reason to fight  
A time to kill  
Sick lust for skeletal flesh  
A taste for all decay  
  
Enter the solider blind  
Stalking the faceless hunt  
There is no conscience in this world  
That can be reached for peace  
  
Why face the human question  
The need to hate  
Dead stare though cynical eyes  
A trust in only pain  
  
Murder within the skin  
Engrave the art of war  
Become death's vile parade  
March on embrace the violent mind  
  
Can't stop the warring factions  
  
Global tension starts aggression  
Peace breaks out then  
Breeds contempt unrest  
One cryptic reason for life murder

",3.4e-05,0.244,0.981,0.0117,-4.124,0.118,100.233,0.265,True
"Yeah, well I'd like to tell you something now  
For men who shows you who's the furthest in the sky  
  
How can you lose your mind  
How can you waste your time  
Hoping like that  
Look at the sun inside  
  
Of my hand so bright  
I call it music  
  
Now if you touch you'll see  
The stars from infinity  
Judge me forever  
You and the touch of rain  
  
Music will make you sane  
Burn like you say 'em  
  
How can you lose your mind  
How can you waste your time  
Hoping like that  
Look at the sun inside  
  
Of my hand so bright  
I call it music

",0.00126,0.552,0.685,0.545,-7.603,0.0539,126.959,0.694,False
